date,price,volume,return_1d,return_3d,return_7d,return_14d,MA7,MA30,MA_diff,vol_7d,vol_MA7,highest_30,lowest_30,pos_channel_30
2024-11-21,89326.4051029836,76555842681.1068,,,,,,,,,,,,
2024-11-22,94069.11559788969,112837970883.96764,5.309416056135086,,,,,,,,,,,
2024-11-23,94955.55602347082,82303465655.24199,0.9423288610157066,,,,,,,,,,,
2024-11-24,93760.27068972368,45511800251.80984,-1.258783986743961,4.96366732952962,,,,,,,,,,
2024-11-25,93546.11482101932,48355173230.56986,-0.2284079036130926,-0.5559750121453266,,,,,,,,,,
2024-11-26,88960.11249694412,85585174959.04805,-4.9023974248952555,-6.313947048074553,,,,,,,,,,
2024-11-27,87635.2127980843,92837558437.63956,-1.489318821292318,-6.532679403101049,,,91750.39821858794,,,,77712426585.62625,,,
2024-11-28,90869.12691365478,77130214035.7825,3.690199421346252,-2.861677272740182,1.727061341931968,,91970.78704868382,,,3.4150577290743476,77794479636.2942,,,
2024-11-29,90578.80838013266,46460805592.15066,-0.31949083630790076,1.8195749058255162,-3.7103646564264348,,91472.1717318614,,,2.6038246761478114,68312027451.74892,,,
2024-11-30,92112.0297646138,70577516541.62772,1.6926932600467293,5.1084681871478965,-2.9945864970283176,,91065.9536948818,,,2.6876475343294683,66636891864.08974,,,
2024-12-01,91239.47122285848,41198720283.14104,-0.9472796810417572,0.407557904188538,-2.6885582222849536,,90705.83948532962,,,2.673643539938291,66020737582.85133,,,
2024-12-02,92304.33867392405,46618694880.34837,1.1671126945316912,1.9050044095853425,-1.3274481248859438,,90528.44289288747,,,2.7361891241050835,65772669247.105415,,,
2024-12-03,91254.9956460552,96193940544.53133,-1.136829582383747,-0.9304258311848002,2.579676536706188,,90856.28334276048,,,1.8861871860398434,67288207187.88873,,,
2024-12-04,91374.28893844674,83671044173.51279,0.1307252184354235,0.14776249114700768,4.2666366874437145,,91390.43707709796,,,1.7097958741469415,65978705150.15635,,,
2024-12-05,94065.64524925785,93446650410.37816,2.9454197040308827,1.9081514483905604,3.517716571262386,5.305531036215361,91847.08255361268,,,1.4960639040631933,68309624632.24144,,,
2024-12-06,91830.04825245812,179935267250.6917,-2.376634945601863,0.6301601378990052,1.3813825713784755,-2.3802364157464284,92025.83110680203,,,1.8460395497202828,87377404869.17587,,,
